X,Y,FID,ID,Year,Reported_D,Reported_T,Reported_W,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Of,Bicycle_St,Bicycle_Va,Bicycle_Ma,Bicycle_Mo,Bicycle_Ty,Bicycle_Fr,Bicycle_Co,Bicycle_Sp,Ottawa_Nei,Ottawa_N_1,Ottawa_N_2,Census_Tra,Census_T_1,X_Coordina,Y_Coordina
-8431485.16384183,5685529.08784958,7909,7132,2018,2018/05/10 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2018/05/10 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,150,SPECIALIZED,N/A,HYBRID,MEN'S,RED,0,Glebe - Dows Lake,Sector 22,Central,5050045,45,364190.6929,5029745.5641
-8431626.77816118,5684834.18248993,7910,6038,2018,2018/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/07/28 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,653,GIANT,SEDONA,HYBRID,MEN'S,BEIGE,24,Briar Green - Leslie Park,Sector 15,West,5050045,45,364095.6929,5029257.5589
-8426480.51654842,5688145.94075937,7911,7247,2018,2018/05/10 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2018/05/09 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OPEN AREAS,THEFT <BICYCLE,STOLEN,1600,TREK,EMONDA S4,RACER,MEN'S,SILK,18,Westboro,Sector 21,Central,5050048,48,367691.7041,5031613.5789
-8425203.16737552,5683443.82840812,7912,8269,2017,2017/08/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/07/27 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1659,GIANT,REVOLT,HYBRID,MEN'S,GRAY,21,Old Ottawa South,Sector 22,Central,5050017,17,368623.0789,5028327.0759
-8435410.79851997,5675675.65237666,7913,6287,2018,2018/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,500,TREK,7.5 FX HYBRID,HYBRID,MEN'S,BLACK,24,Lebreton Development,Sector 22,Central,5050137.04,137.04,361492.2321,5022810.2581
-8438538.28833221,5677633.60516107,7914,5909,2018,2018/05/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/05/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,40,UNKNOWN,UNKNOWN,RACER,MEN'S, WHITE,10,Bayshore - Belltown,Sector 14,West,5050029,29,359278.6699,5024164.5121
-8446929.60777771,5669296.95571904,7915,8292,2017,2017/08/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,400,SUPERCYCLE,N/A,MOUNTAIN,UNISEX,GRAY,21,Cityview - Crestview - Meadowlands,Sector 17,West,5050162.01,162.01,353417.623,5018265.4589
-8425104.13667267,5684751.71137578,7916,6602,2018,2018/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,800,ARGON,N/A,RACER,MEN'S,BLUE,14,Island Park - Wellington Village,Sector 21,Central,5050018,18,368683.4376,5029244.6013
-8425492.26128207,5686018.84192992,7917,6536,2018,2018/05/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,2000,OPUS,ALLEGRO,RACER,MEN'S,BLUE,16,Braemar Park - Bel Air Heights - Copeland Park,Sector 17,West,5050036,36,368401.511,5030129.9649
-8446929.60777771,5669296.95571904,7918,8553,2017,2017/08/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,500,JAMIS,CODA,HYBRID,WOMEN'S,RED,24,Glebe - Dows Lake,Sector 22,Central,5050162.01,162.01,353417.623,5018265.4589
-8431626.77816118,5684834.18248993,7919,6822,2018,2018/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/07/28 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1000,GIANT,IGUANA,MOUNTAIN,UNISEX,GRAY,24,Island Park - Wellington Village,Sector 21,Central,5050045,45,364095.6929,5029257.5589
-8432958.54193416,5678327.27997477,7920,6957,2018,2018/05/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/05/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT >BICYCLE,STOLEN,5000,SCHWINN,N/A,MOUNTAIN,WOMEN'S,N/A,0,Glebe - Dows Lake,Sector 22,Central,5050023.01,23.01,363201.3619,5024686.2359
-8419869.56768698,5683959.29677433,7921,8609,2017,2017/08/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,109,SUPERCYCLE,N/A,REGULAR,MEN'S,RED DARK BLACK,0,Cityview - Crestview - Meadowlands,Sector 17,West,5050009,9,372370.7279,5028727.5479
-8428727.97381291,5687710.06965735,7922,7004,2018,2018/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,400,NORCO,KATMANDU,MOUNTAIN,MEN'S,N/A,21,Hintonburg - Mechanicsville,Sector 21,Central,5050047,47,366114.6989,5031292.577
-8438862.47929708,5672963.27602745,7923,5855,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,1000,OPUS - FLUX 29,G071841M01,HYBRID,MEN'S, ORANGE,0,Bells Corners East,Sector 15,West,5050136.01,136.01,359078.6649,5020885.483
-8431517.05412684,5664689.81053783,7924,8642,2017,2017/08/09 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2017/07/31 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,550,GT,TRANSEO 6.0,HYBRID,WOMEN'S,SILK,21,Katimavik - Hazeldean,Sector 13,West,5050141.11,141.11,364305.946,5015122.606
-8429818.37138385,5685841.32621743,7925,7192,2018,2018/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2018/08/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,150,MIYATA,N/A,RACER,MEN'S,RED,10,Lebreton Development,Sector 22,Central,5050046,46,365360.6981,5029975.5649
-8438862.47929708,5672963.27602745,7926,5888,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,900,BUSHTUKAH,N/A,MOUNTAIN,MEN'S, WHITE,10,Hintonburg - Mechanicsville,Sector 21,Central,5050136.01,136.01,359078.6649,5020885.483
-8424696.20101222,5688042.30954029,7927,7369,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,311,NORCO,YORKVILLE,HYBRID,WOMEN'S, LIGHT BLUE,10,Sandy Hill,Sector 24,Central,5050050,50,368946.8317,5031553.624
-8426167.07715527,5687626.16274419,7928,5970,2018,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/06/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,650,GT,TRANSEO 4.0,HYBRID,WOMEN'S, WHITE,0,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.5751
-8423671.46878897,5690469.65164267,7929,7480,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/26 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,600,OPUS,N/A,HYBRID,UNISEX, WHITE,18,Vanier North,Sector 25,Central,5050101,101,369649.7079,5033261.591
-8420941.59899882,5684632.70639575,7930,6533,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,HOSPITAL,THEFT <BICYCLE,STOLEN,900,GIANT,RAPID,HYBRID,N/A,BLUE,0,Billings Bridge - Alta Vista,Sector 34,East,5050011.04,11.04,371611.7241,5029191.5529
-8425275.20862669,5688757.48036663,7931,6283,2018,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,RECOVERED,500,GIANT,ESCAPE,HYBRID,MEN'S,BLACK,24,Sandy Hill,Sector 24,Central,5050050,50,368534.706,5032050.5819
-8426087.52202174,5689607.83968504,7932,7481,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,4420,CANNONDALE,SCALPEL,MOUNTAIN,MEN'S, WHITE,27,Hunt Club Park,Sector 33,East,5050054,54,367957.703,5032640.5879
-8425134.5874857,5688289.58652662,7933,6534,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,1000,KONA,ZING,RACER,MEN'S,BLUE,21,Old Barrhaven East,Sector 16,West,5050050,50,368636.8819,5031723.7529
-8426167.07715527,5687626.16274419,7934,6284,2018,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/06/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,800,JAMIS,DURANGO SPORT 2,MOUNTAIN,MEN'S,BLACK,27,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.5751
-8432622.95042737,5684159.16495566,7935,7482,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,TRANSIT BUS / BUS SHELTER,THEFT <BICYCLE,STOLEN,200,NORCO,N/A,MOUNTAIN,UNISEX, WHITE,0,Island Park - Wellington Village,Sector 21,Central,5050045,45,363399.5189,5028777.8401
-8430709.4019477,5685307.69889489,7936,6535,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OPEN AREAS,THEFT <BICYCLE,RECOVERED,300,GIANT,OCR1,RACER,UNISEX,BLUE,10,Bells Corners East,Sector 15,West,5050045,45,364737.6951,5029595.5619
-8427561.60752807,5687885.03430473,7937,6286,2018,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OPEN AREAS,THEFT <BICYCLE,STOLEN,1199,NORCO,INDIE IGH A-8,HYBRID,UNISEX,BLACK,8,Centretown,Sector 23,Central,5050048,48,366933.4932,5031423.2163
-8425134.5874857,5688289.58652662,7938,7483,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,750,DEVINCI,ST-TROPEZ WF,HYBRID,WOMEN'S, WHITE,0,Island Park - Wellington Village,Sector 21,Central,5050050,50,368636.8819,5031723.7529
-8427388.76370106,5686197.09849428,7939,6544,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,200,SCHWINN,N/A,MOUNTAIN,MEN'S,BLUE,21,Laurentian,Sector 14,West,5050042,42,367066.7041,5030241.5671
-8425722.09729856,5687887.12111908,7940,6601,2018,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,2000,BRODIE,FURY,MOUNTAIN,UNISEX,BLUE,0,Centretown,Sector 23,Central,5050048,48,368226.706,5031437.5759
-8432725.23489722,5683564.8963405,7941,7484,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,500,NORCO,KOKANEE,MOUNTAIN,MEN'S, WHITE,24,Chapman Mills,Sector 16,West,5050033.01,33.01,363331.4501,5028360.5811
-8430709.4019477,5685307.69889489,7942,6902,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OPEN AREAS,THEFT <BICYCLE,STOLEN,600,JAMIS,X2,MOUNTAIN,MEN'S,GREEN,24,Sandy Hill,Sector 24,Central,5050045,45,364737.6951,5029595.5619
-8422580.23572596,5691283.4654273,7943,7064,2018,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,N/A,N/A,NA,N/A,N/A,N/A,N/A,0,Centretown,Sector 23,Central,5050103,103,370410.709,5033839.5951
-8417747.33015179,5679674.02638737,7944,7731,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,300,EVERYDAY,ANNEX,TOURING,MEN'S,BLACK,7,Byward Market,Sector 24,Central,5050001.07,1.07,373896.3019,5025739.023
-8431734.78617186,5664659.58912147,7945,7145,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,TRANSIT BUS / BUS SHELTER,THEFT <BICYCLE,STOLEN,600,SCHWINN,TESLIN 2.4,MOUNTAIN,MEN'S,RED,21,Hintonburg - Mechanicsville,Sector 21,Central,5050141.11,141.11,364152.6781,5015099.934
-8430744.91013134,5685462.12802506,7946,7732,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/04 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,500,GIANT,HYBRID ESCAPE,HYBRID,MEN'S,BLACK,15,Centretown,Sector 22,Central,5050045,45,364711.6951,5029703.563
-8425249.78865105,5687753.57296768,7947,7191,2018,2018/07/31 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,250,N/A,N/A,HYBRID,MEN'S,RED,0,Vanier North,Sector 25,Central,5050049,49,368559.7,5031347.3522
-8433341.52720764,5681752.00480657,7948,7146,2018,2018/05/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,950,TREK,X-CALIBER 8,MOUNTAIN,MEN'S,RED,0,Centretown,Sector 22,Central,5050032.02,32.02,362909.689,5027085.5389
-8429041.62291732,5664708.1994298,7949,7733,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,200,KINK,CURB,BMX,MEN'S,BLACK,1,Sandy Hill,Sector 24,Central,5050141.12,141.12,366050.6129,5015152.174
-8437907.91226171,5674141.93059956,7950,5845,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/26 00:00:00+00,1899/12/30 00:00:00+00,Monday,PARKING LOTS,THEFT <BICYCLE,STOLEN,300,EVERYDAY,TRINITY,HYBRID,WOMEN'S, LIGHT BLUE,7,Centretown,Sector 23,Central,5050137.02,137.02,359743.6699,5021718.4901
-8426358.1028339,5685015.4155852,7951,5822,2018,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,350,DIAMONDBACK,OUTLOOK ST,MOUNTAIN,MEN'S, DARK BLUE,0,Laurentian,Sector 14,West,5050019,19,367799.7079,5029420.5589
-8425103.34689477,5689395.70278235,7952,7734,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,650,MIELE,N/A,TOURING,MEN'S,BLACK,5,Westboro,Sector 21,Central,5050053,53,368650.9811,5032498.951
-8420941.59899882,5684632.70639575,7953,5846,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,HOSPITAL,THEFT <BICYCLE,STOLEN,450,N/A,GT AGGRESSOR,MOUNTAIN,MEN'S, LIGHT BLUE,0,Overbrook - McArthur,Sector 25,Central,5050011.04,11.04,371611.7241,5029191.5529
-8433452.75707383,5681713.10012724,7954,6108,2018,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,600,RALEIGH,CADENT 1,HYBRID,UNISEX,BLACK,0,Centretown,Sector 23,Central,5050032.02,32.02,362831.689,5027057.5389
-8424351.47102379,5682945.12120917,7955,7735,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,900,JAMIS,TRAIL X2,MOUNTAIN,MEN'S,BLACK,24,Chapman Mills,Sector 16,West,5050005,5,369225.7159,5027983.546
-8420941.59899882,5684632.70639575,7956,5968,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,HOSPITAL,THEFT <BICYCLE,STOLEN,5500,BMC TIMEMACHINE,TIMEMACHINE TM0,RACER,MEN'S, WHITE,11,Lindenlea - New Edinburgh,Sector 25,Central,5050011.04,11.04,371611.7241,5029191.5529
-8425440.09115695,5689053.18148807,7957,6750,2018,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/05/05 00:00:00+00,1899/12/30 00:00:00+00,Monday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,1200,MARIN,N/A,REGULAR,MEN'S,GRAY,27,Sandy Hill,Sector 24,Central,5050054,54,368416.706,5032256.5841
-8424351.47102379,5682945.12120917,7958,7901,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,RECOVERED,400,CCM,N/A,HYBRID,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050005,5,369225.7159,5027983.546
-8426424.53392481,5688054.03905178,7959,5969,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,300,TREK,WHITE,HYBRID,UNISEX, WHITE,16,Centretown,Sector 23,Central,5050048,48,367731.7041,5031549.5781
-8425361.54638486,5687530.9693338,7960,7086,2018,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/05/04 00:00:00+00,1899/12/30 00:00:00+00,Monday,PARKING LOTS,THEFT <BICYCLE,STOLEN,400,GT,AGGRESSOR,MOUNTAIN,MEN'S,OTHER,21,Glebe - Dows Lake,Sector 22,Central,5050049,49,368482.7079,5031190.574
-8430260.16593403,5663576.14107611,7961,8213,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,300,SCHWINN,N/A,MOUNTAIN,MEN'S,GRAY,21,Lowertown,Sector 24,Central,5050141.12,141.12,365199.323,5014348.6
-8426424.53392481,5688054.03905178,7962,6072,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,450,NORCO,INDI,HYBRID,MEN'S,BLACK,24,Centretown,Sector 23,Central,5050048,48,367731.7041,5031549.5781
-8433452.75707383,5681713.10012724,7963,7105,2018,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,800,NORCO,BIGFOOT,MOUNTAIN,MEN'S,PURPLE,21,Laurentian,Sector 14,West,5050032.02,32.02,362831.689,5027057.5389
-8426034.01891174,5688556.77617684,7964,8276,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/06 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,500,GIANT,N/A,HYBRID,MEN'S,GRAY,0,Billings Bridge - Alta Vista,Sector 34,East,5050054,54,368002.7049,5031904.5811
-8420232.48966341,5688537.82033078,7965,6073,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,PARKING LOTS,THEFT <BICYCLE,STOLEN,300,DIADORA,MODENA,HYBRID,MEN'S,BLACK,10,Billings Bridge - Alta Vista,Sector 34,East,5050012,12,372081.18,5031933.5743
-8426358.1028339,5685015.4155852,7966,7246,2018,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/05/07 00:00:00+00,1899/12/30 00:00:00+00,Monday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,600,MARIN,N/A,HYBRID,UNISEX,SILK,18,Glebe - Dows Lake,Sector 22,Central,5050019,19,367799.7079,5029420.5589
-8426281.77940928,5687819.97754351,7967,6282,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,900,TREK,DOMANE,RACER,WOMEN'S,BLACK,16,Centretown,Sector 22,Central,5050037,37,367833.7049,5031386.5759
-8427574.34867503,5686652.18872099,7968,8300,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/03 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,250,INFINITY,TOFINO,HYBRID,UNISEX,GRAYBLUE,8,Westboro,Sector 21,Central,5050040,40,366933.0611,5030559.2121
-8425560.5164743,5689274.44323273,7969,6107,2018,2018/05/06 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2018/05/06 00:00:00+00,1899/12/30 00:00:00+00,Sunday,COMMUNITY GROUP HOME,THEFT <BICYCLE,STOLEN,N/A,IRON HORSE,N/A,MOUNTAIN,MEN'S,BLACK,0,Byward Market,Sector 24,Central,5050054,54,368330.4897,5032410.7455
-8405103.66353821,5697800.7675306,7970,6285,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,301,DIADORA,NOVARA,MOUNTAIN,MEN'S,BLACK,21,Sandy Hill,Sector 24,Central,5050170.1,170.1,382636.0488,5038543.0124
-8431485.16384183,5685529.08784958,7971,8551,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,4000,STEVENS,SCF CARBON FIBR,RACER,MEN'S,RED,20,Sandy Hill,Sector 24,Central,5050045,45,364190.6929,5029745.5641
-8425532.58104913,5686585.65633518,7972,6749,2018,2018/05/05 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2018/04/29 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,700,NORCO,VFR,REGULAR,MEN'S,GRAY,0,Centretown,Sector 23,Central,5050037,37,368369.149,5030526.9159
-8420232.48966341,5688537.82033078,7973,6419,2018,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2018/07/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,PARKING LOTS,THEFT <BICYCLE,STOLEN,900,ORBECA,N/A,MOUNTAIN,MEN'S,BLACK,28,Centretown,Sector 22,Central,5050012,12,372081.18,5031933.5743
-8426034.01891174,5688556.77617684,7974,8552,2017,2017/08/08 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2017/08/06 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,640,DEVINCI,ST-TROPEZ,HYBRID,WOMEN'S,RED,15,Billings Bridge - Alta Vista,Sector 34,East,5050054,54,368002.7049,5031904.5811
-8427557.88559828,5687076.35245225,7975,6969,2018,2018/05/04 00:00:00+00,1899/12/30 00:00:00+00,Friday,2018/04/28 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,N/A,OTHER,UNISEX,N/A,0,Centretown,Sector 23,Central,5050048,48,366941.703,5030856.5721
